object_id,address,type,area,rooms,floor,build_year,cadastral_number,owner_ids
225,"клх Ростов, алл. Осенняя, д. 9/6, 897558",дом,150.5,2,7,1967,84:23:3607356:23,"168,163"
226,"с. Яшкуль, ш. Шевченко, д. 99 к. 96, 577600",дом,215.1,9,12,1976,67:49:8773665:43,239
227,"д. Двинской, ул. Чкалова, д. 63 к. 948, 107522",коммерческое,166.0,10,2,1977,51:28:2530298:41,"47,81"
228,"д. Красная Поляна, наб. Чкалова, д. 496, 572791",квартира,345.0,5,27,1972,13:61:8586676:81,"203,263"
229,"клх Чебаркуль, ул. Весенняя, д. 6 к. 7/2, 906048",квартира,241.8,3,4,1951,17:38:3193037:35,128
230,"д. Хабаровск, наб. Р.Люксембург, д. 12, 799813",коммерческое,301.3,2,1,1958,35:92:8439543:26,"191,44"
231,"ст. Партизанск, алл. Луначарского, д. 179, 416862",квартира,40.5,8,2,1971,83:65:7626978:73,170
232,"д. Камень-на-Оби, пр. Привольный, д. 23 к. 7, 911665",квартира,189.9,3,9,1985,67:29:1581321:88,219
233,"к. Нефедова, бул. Железнодорожный, д. 3 стр. 8, 703352",коммерческое,161.7,7,29,2020,71:17:2471723:45,126
234,"клх Белореченск, пер. Тенистый, д. 1, 147705",квартира,328.5,9,8,2019,12:58:7024901:71,215
235,"п. Усмань, ш. Отрадное, д. 3/1 стр. 9/1, 204394",дом,458.1,9,11,1999,44:33:1437264:50,249
236,"клх Алапаевск, пр. Поперечный, д. 2, 463681",дом,48.1,8,17,1995,84:39:3678059:22,16
237,"ст. Шарья, ул. Производственная, д. 88 стр. 903, 576205",дом,276.2,1,25,1978,83:59:6952633:32,124
238,"клх Махачкала, пер. Томский, д. 146, 325621",коммерческое,354.9,10,1,1995,82:82:3384080:82,163
239,"с. Комсомольск-на-Амуре, алл. Кузнецова, д. 6 стр. 9/3, 298324",дом,104.3,1,3,1957,39:87:4671004:12,"253,278"
240,"ст. Долинск, пер. Авиационный, д. 2 стр. 325, 566474",дом,460.6,4,26,1966,53:32:6428919:17,1
241,"г. Гусь-Хрустальный, ул. Черемуховая, д. 49, 051728",квартира,426.3,6,3,1997,94:60:2695038:53,73
242,"п. Оса, пр. Болотный, д. 43 к. 560, 333127",квартира,371.5,7,26,2012,93:50:3922635:81,70
243,"ст. Серов, пр. Черемушки, д. 696, 999880",квартира,339.5,3,13,1989,98:47:3136551:32,183
244,"с. Баксан, пер. Димитрова, д. 986, 347644",дом,428.4,10,2,1973,87:50:4706007:91,294
245,"с. Магас, ул. Морская, д. 8/2 стр. 929, 665702",квартира,179.0,2,8,1994,50:31:2488575:95,255
246,"с. Верхотурье, наб. Ростовская, д. 811 к. 2, 892686",дом,25.5,4,8,1958,54:42:2812519:10,172
247,"к. Ханты-Мансийск, ш. Кавказское, д. 32 стр. 564, 421230",коммерческое,221.4,3,29,2002,73:58:6892681:79,225
248,"с. Талдом, пер. Садовый, д. 4/4 к. 8/7, 199038",коммерческое,332.5,4,6,2007,19:14:5947745:12,246
249,"г. Кабанск, ул. Тимирязева, д. 520, 101622",квартира,184.1,7,6,1959,80:21:6669869:86,54
250,"с. Чегем, ул. Студенческая, д. 6 к. 7, 681472",дом,472.4,3,20,2005,30:16:2698824:52,"248,16"
251,"к. Тулпан, пер. Санаторный, д. 19 к. 298, 946954",дом,354.7,9,9,1986,48:40:2609202:16,98
252,"д. Уэлен, пер. Машиностроителей, д. 3/4 к. 4, 107139",дом,93.7,6,1,2004,21:47:9058573:35,282
253,"г. Нальчик, пер. Сахалинский, д. 534 к. 944, 015569",квартира,326.3,2,16,1964,49:60:8901136:72,106
254,"п. Набережные Челны, бул. Серафимовича, д. 1/3 к. 3/8, 760849",коммерческое,281.2,3,12,1998,57:33:8478868:15,"136,47"
255,"п. Чебоксары, наб. 40 лет Октября, д. 124 стр. 7, 996291",дом,128.6,5,19,1957,29:99:2622400:20,239
256,"клх Архыз, пр. Дальний, д. 4/6 к. 5/4, 215031",дом,485.9,10,8,2020,17:59:9767475:63,278
257,"ст. Старый Оскол, алл. Окружная, д. 8 стр. 6, 182307",квартира,248.6,2,13,1954,74:83:9670757:83,"244,294"
258,"г. Минусинск, бул. Базарный, д. 8, 184094",квартира,475.6,8,6,1971,37:34:3117049:15,76
259,"п. Калуга, наб. 8 Марта, д. 2/5 к. 52, 098813",квартира,498.7,3,27,1983,50:18:2460078:59,223
260,"к. Диксон, ш. Дальневосточное, д. 22 стр. 6, 020701",дом,431.2,9,15,1951,99:89:9767135:63,283
261,"г. Россошь, алл. Подстанция, д. 5 к. 4, 792171",квартира,292.0,10,25,1962,23:82:2694338:46,77
262,"клх Смирных, алл. Вольная, д. 59 к. 7, 557701",дом,203.9,8,19,2010,14:32:5620682:61,"177,211"
263,"к. Сосьва (Хант.), ш. Стахановское, д. 6 к. 28, 158148",квартира,210.0,6,23,1980,16:70:5506097:57,206
264,"д. Псебай, пер. Петровский, д. 77, 539669",дом,154.6,8,28,1962,39:27:6041225:66,156
265,"п. Буйнакск, бул. Станиславского, д. 899 стр. 9, 724619",дом,369.8,10,21,1961,34:66:4546544:62,165
266,"к. Тавда, бул. Транспортный, д. 132 стр. 82, 699733",дом,414.1,9,26,1970,18:49:9502613:61,265
267,"д. Междуреченский, бул. Чайковского, д. 990 к. 3/5, 580085",коммерческое,33.9,4,29,1975,17:41:1554840:68,269
268,"ст. Архангельск, пр. Льва Толстого, д. 7, 668327",коммерческое,115.6,6,27,2009,74:60:3078241:97,185
269,"д. Оренбург, ш. Марта 8, д. 34 к. 20, 276212",дом,305.1,3,28,2010,85:80:6867997:54,191
270,"ст. Шелехов, пер. Осенний, д. 9/7 к. 7/6, 269097",коммерческое,418.8,2,10,1953,59:16:3733132:83,133
271,"с. Усмань, наб. Озерная, д. 697 стр. 297, 847818",квартира,330.7,4,9,2002,75:12:1149283:70,110
272,"с. Ясный (Оренб.), бул. Сибирский, д. 1 стр. 9, 778795",квартира,141.1,5,23,1985,64:58:6850369:68,"89,5"
273,"ст. Магас, алл. Парковая, д. 5 к. 379, 490471",дом,345.1,10,13,2024,23:10:9581776:94,239
274,"ст. Лабинск, алл. Бригадная, д. 5 к. 319, 752437",коммерческое,305.0,5,10,1963,71:18:6641903:45,"192,288"
275,"к. Вендинга, пер. Сенной, д. 7/7, 723950",дом,334.9,5,7,1969,76:40:1952520:86,142
276,"г. Зарайск, пр. Металлургов, д. 8 к. 76, 428604",коммерческое,87.2,1,21,2013,47:43:8022366:61,164
277,"клх Моздок, бул. Дачный, д. 785 стр. 6, 414967",коммерческое,359.9,10,27,1974,53:38:9969688:91,19
278,"д. Нарьян-Мар, бул. Осенний, д. 9 стр. 101, 181753",коммерческое,164.1,3,27,2021,33:47:2637507:70,184
279,"п. Асбест, пер. Звездный, д. 293, 192692",коммерческое,408.0,3,22,1992,93:21:4728795:55,133
280,"к. Магас, бул. Фабричный, д. 5/7 к. 5, 140665",дом,398.3,6,12,1983,84:47:8780612:25,158
281,"ст. Кунгур, пр. Ленинский, д. 4/7, 712863",коммерческое,473.3,2,16,1974,74:25:7403346:77,299
282,"клх Кропоткин (Краснод.), ул. Станционная, д. 894, 720064",квартира,85.9,4,11,2002,82:68:3402902:50,28
283,"с. Цимлянск, пер. Папанина, д. 7/7, 830671",дом,179.7,3,11,1957,10:67:5589036:36,"93,42"
284,"клх Медногорск, ул. Революционная, д. 9 к. 2, 432806",коммерческое,387.0,8,26,1961,26:88:8276470:91,87
285,"клх Охотск, бул. Гайдара, д. 2/8, 203093",дом,204.0,1,18,1975,57:11:6405839:77,220
286,"г. Ульяновск, наб. Тюленина, д. 1/1 стр. 1, 061387",коммерческое,372.1,4,23,1994,49:26:2723158:59,3
287,"г. Ахтубинск, алл. Восьмого Марта, д. 179 стр. 12, 041792",квартира,51.3,1,10,1987,68:76:9793234:53,157
288,"г. Талдом, ш. Проточное, д. 636 стр. 6/2, 530925",дом,498.1,8,12,1974,31:61:1320859:39,69
289,"к. Диксон, алл. Павлова, д. 47 к. 721, 071002",квартира,372.4,10,17,1971,25:56:1626854:58,68
290,"с. Сортавала, алл. Ясная, д. 94 стр. 7/4, 909279",коммерческое,43.3,1,22,1963,93:12:1809249:98,"131,274"
291,"к. Пышма, пер. Заовражный, д. 91, 958837",дом,79.3,5,16,1969,36:98:1156104:48,228
292,"г. Калязин, ш. Учительское, д. 8/3, 005436",коммерческое,269.7,10,20,1967,63:23:9582968:89,52
293,"д. Серафимович, ул. Интернациональная, д. 12, 811379",квартира,258.9,10,7,1983,76:35:7004931:62,59
294,"п. Мурманск, ш. Рябиновое, д. 4, 363631",коммерческое,258.3,4,23,2011,52:40:1045936:11,21
295,"г. Салехард, алл. Смирнова, д. 66, 735435",коммерческое,341.1,3,3,2015,19:22:5293157:92,57
296,"клх Хатанга, наб. Геологическая, д. 777, 534929",дом,242.9,2,27,1972,15:47:7043399:96,152
297,"г. Приозерск, пр. Полтавский, д. 8/5 стр. 463, 693929",квартира,428.6,1,1,1967,94:92:3860721:52,60
298,"г. Бавлы, бул. Дарвина, д. 768 к. 2/8, 318063",коммерческое,148.8,2,12,1993,33:24:7723930:61,225
299,"к. Коломна, ул. Юбилейная, д. 5/3 стр. 1/8, 262570",коммерческое,428.3,7,21,1971,24:26:1983923:30,"140,198"
300,"клх Назрань, ул. Чапаева, д. 5/9 стр. 61, 850165",коммерческое,345.6,3,20,1998,55:88:1483456:97,248
301,"к. Ноябрьск, бул. Ленинградский, д. 62, 817933",дом,74.2,7,15,1955,18:43:6272037:11,"67,248"
302,"к. Теберда, пр. Энергетический, д. 615 стр. 8/9, 788479",коммерческое,296.8,10,8,1993,76:76:2597897:65,269
303,"п. Серов, ул. Черняховского, д. 24, 241272",дом,186.0,7,5,2021,88:16:1195368:92,128
304,"к. Пушкино (Моск.), пер. Шахтерский, д. 6/7 стр. 1/5, 103856",дом,437.3,2,25,2012,51:40:6551494:45,"259,241"
305,"с. Чусовой, бул. 9 Января, д. 5/3 стр. 3, 375402",коммерческое,328.8,7,27,1980,20:68:8452252:83,115
306,"с. Завьялиха, алл. Февральская, д. 32 стр. 23, 592745",дом,171.7,8,24,1952,23:61:7917892:14,256
307,"д. Асино, наб. Чайковского, д. 85 стр. 58, 067275",квартира,400.1,10,21,1988,75:81:4470388:93,1
308,"клх Усмань, наб. Калинина, д. 5/3 стр. 6/2, 028140",дом,416.1,4,28,2008,52:81:8937865:94,175
309,"с. Новомосковск, наб. Горная, д. 99, 430187",квартира,66.8,4,1,1993,55:91:5898671:80,232
310,"п. Сусуман, пер. Весенний, д. 7 к. 66, 504554",квартира,450.5,8,5,2002,23:42:4287016:34,55
311,"п. Сасово, пр. Азина, д. 3 стр. 7/3, 234785",квартира,239.4,4,23,1993,23:63:1780146:91,202
312,"г. Азов (Рост.), бул. Абрикосовый, д. 3/9 к. 3/4, 648704",дом,336.1,9,5,2013,10:77:1814896:80,"64,231"
313,"д. Сладково, ул. Центральная, д. 54, 146273",коммерческое,394.9,3,23,2024,32:26:2737347:59,"300,248"
314,"ст. Кяхта, ул. Коммунаров, д. 7/5 к. 2/6, 429025",коммерческое,443.1,7,20,1981,45:60:6752216:47,165
315,"к. Жуковский, наб. Ватутина, д. 6/1, 481832",квартира,218.1,9,10,2020,50:80:4646403:35,69
316,"д. Мостовской, ш. Мичурина, д. 6 к. 689, 028457",коммерческое,185.7,3,23,1972,74:79:6408662:24,149
317,"п. Волоколамск, алл. Толбухина, д. 93, 671120",дом,299.7,7,22,2018,46:64:1214253:76,288
318,"к. Новый Уренгой, ш. Щербакова, д. 3, 013223",квартира,45.5,1,7,1984,30:46:5203716:28,196
319,"п. Гудермес, пр. Боровой, д. 707, 310890",коммерческое,35.5,8,4,2021,38:92:7524435:40,"152,105"
320,"к. Балашиха, наб. Комсомольская, д. 419, 250124",коммерческое,339.0,7,13,2003,97:50:1902651:11,148
321,"п. Тарко-Сале, пер. Тульский, д. 119 стр. 53, 801387",коммерческое,437.0,8,27,1978,91:92:7169672:85,104
322,"с. Воткинск, ш. Крылова, д. 7/4, 615171",коммерческое,482.9,5,15,1972,97:19:4136946:32,101
323,"ст. Новочеркасск, наб. Дорожная, д. 257 стр. 5/8, 738646",дом,39.5,5,18,1983,26:30:5278461:10,62
324,"ст. Сортавала, наб. Республиканская, д. 771 стр. 9/2, 266912",квартира,93.8,6,20,1956,90:88:6052539:72,80
325,"п. Находка, пер. 50 лет ВЛКСМ, д. 836, 994657",дом,55.0,6,17,1978,33:76:2143811:74,282
326,"д. Лабытнанги, ш. Смирнова, д. 814, 320101",коммерческое,213.6,6,8,1977,94:52:6554374:56,279
327,"п. Онега, бул. Энгельса, д. 24 стр. 887, 477848",дом,498.4,1,4,1994,67:40:5090740:15,272
328,"ст. Архыз, ул. Пархоменко, д. 6/7 к. 8/1, 284276",дом,459.6,2,13,1982,79:46:1414493:76,165
329,"клх Оха, ш. Рябиновое, д. 9/9 к. 8/9, 806479",коммерческое,233.9,1,10,1974,51:75:2381527:22,"192,264"
330,"ст. Лодейное Поле, ул. Береговая, д. 625 к. 256, 556503",коммерческое,23.5,2,7,1977,97:64:2743602:36,276
331,"клх Мирный, ул. Песчаная, д. 2 стр. 3, 850769",коммерческое,412.0,2,24,1969,13:68:6565260:14,223
332,"г. Соболево, ул. Крупской, д. 7/6 стр. 471, 785294",квартира,401.2,9,3,2023,39:43:7838943:59,28
333,"п. Тайшет, ш. Фабричное, д. 54 стр. 749, 919195",дом,171.9,7,22,1965,78:10:2060950:84,208
334,"д. Тутаев, пр. Санаторный, д. 2 к. 9, 685366",дом,465.5,2,10,1988,87:21:5723078:66,38
335,"клх Усолье Сибирское, ул. Техническая, д. 4/8, 896908",дом,95.0,4,5,2000,79:47:3417186:48,16
336,"с. Дубна, алл. Чкалова, д. 7/6, 364424",квартира,285.7,9,5,1965,15:10:7611593:78,192
337,"п. Гагарин, алл. Береговая, д. 84, 866032",дом,120.8,6,7,2002,92:75:3390000:30,44
338,"г. Красноярск, бул. Смоленский, д. 170 к. 559, 651623",квартира,75.0,10,28,1956,80:69:2227162:47,130
339,"д. Челябинск, наб. Минина, д. 239 стр. 6, 363212",квартира,114.8,10,16,1992,55:26:4934808:22,129
340,"с. Поронайск, ш. Весеннее, д. 9/6 к. 758, 342575",квартира,172.5,8,11,1989,98:84:3556763:82,36
341,"клх Шерегеш, ш. Трактовое, д. 94, 451837",дом,100.9,6,8,1978,92:65:5641917:56,162
342,"с. Краснотурьинск, ул. Заовражная, д. 4 к. 67, 041776",дом,242.2,6,25,1989,72:80:2825908:32,170
